tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source
A SPOONFUL OF CLOROX - A Randy Rainbow Song Parody https://t.co/hxUmG1BXLa via @YouTube,1.257821300011053e+18,Political Pukeko,USA and NZ,,2020-05-05,0.0,,,Twitter Web Client
@SuppressThis Does the Clorox improve the action of that mucus relief?,1.257821222160814e+18,TARFU13,,,2020-05-05,0.0,,,Twitter for iPhone
RT @RandyRainbow: 🎶Just a spoonful of Clorox makes your temperature go down...🎶 🌂👨🏼‍⚕️🌈  #ASpoonfulOfClorox #TrumpDisinfectant https://t.co…,1.2578211733474755e+18,Susan Schulz,,,2020-05-05,0.0,,,Twitter for iPhone
@marleyHere41 @RAmerica1717 @milkncooks @mitchellvii It really doesn’t matter what I say if it isn’t in favor of yo… https://t.co/gvMZDelBiH,1.2578210894865162e+18,Jazzymom,PV Beach,,2020-05-05,0.0,,,Twitter for iPhone
@Millice45043159 @micabebecca @_celia_bedelia_ Imagine thinking Clorox is the only type of cleaner that goes threw the blood stream LMAO,1.2578209874600632e+18,Josh  Dunn,"Clarksdale, MS",,2020-05-05,0.0,,,Twitter Web App
RT @gtconway3d: The wall hasn’t been built. There aren’t enough tests. He wasn’t totally exonerated. The call wasn’t perfect. North Korea i…,1.2578206762343178e+18,Carole Lasky,,,2020-05-05,0.0,,,Twitter for iPhone
"RT @OwnRules: @realDonaldTrump @honeywell The real danger to America is you, Captain Clorox. https://t.co/3KZUCE62Id",1.2578206724175012e+18,Just_STFU,,,2020-05-05,0.0,,,Twitter for Android
RT @gtconway3d: The wall hasn’t been built. There aren’t enough tests. He wasn’t totally exonerated. The call wasn’t perfect. North Korea i…,1.2578205983208899e+18,Timothy E Brennan,,,2020-05-05,0.0,,,Twitter for Android
"@vanillatary When the debates come, a bottle of Clorox bleach should stand in for Biden.",1.2578205868914524e+18,E. Wall,New Jersey ,,2020-05-05,0.0,,,Twitter Web App
@MarkhamDown @FatKidDeals It's crazy. I dont what the issue is with the lysol spray. I'm glad I got the lysol wipes and the clorox wipes.,1.257820526812242e+18,Ray Ray,"Houston, TX",,2020-05-05,1.0,,,Twitter for Android
@selenasjin CLOROX 😷,1.2578205142083584e+18,SCOTTLIEBER #1♡💚,,,2020-05-05,1.0,,,Twitter Web App
"RT @kesha_lea: I’ll be apart of the first 25% with Clorox wipes in my bag. 

I miss the gym the most 🙁",1.2578204966300918e+18,Crys,Somewhere south of Heaven  ,,2020-05-05,0.0,,,Twitter for iPhone
It’s Teacher Appreciation Week and today only they’re offering free combos with a drink if you show your badge. I’v… https://t.co/CTnnfLcJUN,1.2578204344873e+18,DeeDee the TMZ of Soaps,Wakanda,,2020-05-05,7.0,,,Twitter for iPhone
@LSD122070 Paint thinner w/ a Clorox chaser.,1.2578202352033178e+18,SoFla NO Trump 👍😁👍,"West Palm Beach, FL",,2020-05-05,3.0,,,Twitter for iPhone
"RT @YesIfItsWithYou: mrk vi este ss en un post sobre las venitas de Poché pero no pude evitar fijarme en esto😭😭
debo lavar mi mente con clo…",1.2578201560148378e+18,paucache,"Conkal, Yucatán",,2020-05-05,0.0,,,Twitter for iPhone
RT @RandyRainbow: 🎶Just a spoonful of Clorox makes your temperature go down...🎶 🌂👨🏼‍⚕️🌈  #ASpoonfulOfClorox #TrumpDisinfectant https://t.co…,1.257820098410283e+18,PAT YANCEY,"Virginia, USA",,2020-05-05,0.0,,,Twitter for iPhone
"@Abraxsys Bees are way more industrious and prepared than us humans. They have toilet paper, Clorox, and hand (uh,… https://t.co/k4PG7Yqoj5",1.2578199563492065e+18,Accelerationista,"Boston, MA",,2020-05-05,1.0,,,Twitter Web App
@Carlosp00947688 Bañelos con Clorox q esos asquerosos huelen muy maluco... 😩😩😩,1.2578196134942065e+18,KasVel,,,2020-05-05,1.0,,,Twitter for iPhone
Seeee.... imma need that cuz Clorox not keeping up. https://t.co/6VqsSXTh3H,1.2578196071230587e+18,blā,New York,,2020-05-05,1.0,,,Twitter for iPhone
clorox plis https://t.co/xjTC4ClZsB,1.257819495755731e+18,𝖏𝖚𝖘𝖙 𝖆 𝖕𝖔𝖙𝖆𝖙𝖔,,,2020-05-05,3.0,,,Twitter for Android
"RT @delphix: In our new reality, the cloud is much more than a mode for digital transformation—it's a necessity. Read our ebook and get ins…",1.257819323588055e+18,Rafael Borges,Brazil,,2020-05-05,0.0,,,GaggleAMP
RT @PattyCross2160: @jentaub @realDonaldTrump #AdderallDollhands  is a great one @TheRickWilson  gave him this morning.  I like Captain Clo…,1.2578192484261806e+18,Phyllis Tebo,"Amarillo, TX",,2020-05-05,0.0,,,Twitter for iPad
RT @gtconway3d: The wall hasn’t been built. There aren’t enough tests. He wasn’t totally exonerated. The call wasn’t perfect. North Korea i…,1.2578191821433774e+18,G-L-O,,,2020-05-05,0.0,,,Twitter Web App
RT @gtconway3d: The wall hasn’t been built. There aren’t enough tests. He wasn’t totally exonerated. The call wasn’t perfect. North Korea i…,1.2578191789181215e+18,Godly Conservatives,,,2020-05-05,0.0,,,Twitter Web App
@steve3354 @PalmerReport Possibly. Or he's been injected with plasma. Or Clorox. 😐,1.257819105689772e+18,Hurricane Aly 🌊,Somewhere in Texas,,2020-05-05,0.0,,,Twitter Web App
RT @gtconway3d: The wall hasn’t been built. There aren’t enough tests. He wasn’t totally exonerated. The call wasn’t perfect. North Korea i…,1.2578190954178806e+18,My(REAL)TruthNotUrs,"Atlanta, GA",,2020-05-05,0.0,,,Twitter for Android
RT @trish_regan: Another reason why #MadeInAmerica matters. Standards.  https://t.co/RsxA268ZvB,1.2578190526906163e+18,D C Gallant,,,2020-05-05,0.0,,,Twitter for Android
"@ReadyHarris @HarrisCoJudge 🙄 We still can’t even keep toilet paper, Lysol or Clorox on shelves and y’all are encou… https://t.co/zB8ufmrzeK",1.2578190231248937e+18,thatone63,,,2020-05-05,8.0,,,Twitter for iPhone
@MiSsUB9sCRIB01e 전 나가볼게요!! 안뇽히줌세요~~,1.257818965381808e+18,롤앤띿,,,2020-05-05,0.0,,,Twitter Web App
"@PattyCross2160 @jentaub @realDonaldTrump @TheRickWilson He's too stupid to make it to ""Captain"". He never got past ""Cadet"".

Cadet Clorox.",1.2578188795620925e+18,That woman!!,The world,,2020-05-05,1.0,,,Twitter for Android
@LauraGrady20 @TheClearCider or a Clorox cocktail :),1.2578188437975e+18,Rodney Bee,,,2020-05-05,4.0,,,Twitter Web App
RT @RandyRainbow: 🎶Just a spoonful of Clorox makes your temperature go down...🎶 🌂👨🏼‍⚕️🌈  #ASpoonfulOfClorox #TrumpDisinfectant https://t.co…,1.2578187480917606e+18,Lisa,Pa,,2020-05-05,0.0,,,Twitter Web App
@chrisxaplsc @carbert_cole @sararoseball @GDistaster @EugeneKaninchen Those with a lack of understanding thought th… https://t.co/fMQSvk7BsJ,1.2578187113538888e+18,Milky Butter Bisciuts,Sakurai's Big Pinkie Toe,,2020-05-05,1.0,,,Twitter for Android
@najwaa88 Wrong they enjoy their cereal with clorox,1.2578186300597494e+18,akeyl,,,2020-05-05,0.0,,,Twitter for iPhone
RT @dan_bernstein: @QuadCityPat I called @SQNevents an alarmist when she put in a big Amazon order for TP/hand-soap/sanitizer/Clorox wipes…,1.2578184337664246e+18,James Binder,"Westmont, IL",,2020-05-05,0.0,,,Twitter for iPhone
"Mara te invitó a mi casa así te doy un tecito de clorox 
#DisneyBia2 https://t.co/gMLAoTRfux",1.257818432667558e+18,ᴠᴀʟᴜ,𝐢𝐬𝐚;𝐠𝐢𝐮𝐥𝐢𝐚;𝐬𝐚𝐛𝐫𝐢,,2020-05-05,1.0,,,Twitter for Android
"@realDonaldTrump @DavidMuir @ABCWorldNews Lest @realDonaldTrump forgot:
A SPOONFUL OF CLOROX - A Randy Rainbow Song… https://t.co/5isxnaqAv8",1.257818421863035e+18,Honey S. Cleckner,,,2020-05-05,0.0,,,Twitter Web App
"An interesting,  informative and topical read....

Inject this corporate rivalry into your veins. https://t.co/5pfh6E2ipc via @slate",1.2578184106349568e+18,Emanuel Garza,"Houston, TX",,2020-05-05,0.0,,,Twitter for Android
"@paniczero @Junior02165759 @COVID1998352731 @CNN Back up , my point was that Clorox kills viruses and Therapeutics… https://t.co/zdeqqzlWYi",1.2578183796849418e+18,Nick Cimyotte,Colorado,,2020-05-05,0.0,,,Twitter for iPhone
@QuadCityPat I called @SQNevents an alarmist when she put in a big Amazon order for TP/hand-soap/sanitizer/Clorox w… https://t.co/nd5dgHsQuV,1.2578183712126198e+18,Dan Bernstein,"Chicago, IL",,2020-05-05,5.0,,,Twitter Web Client
RT @gtconway3d: The wall hasn’t been built. There aren’t enough tests. He wasn’t totally exonerated. The call wasn’t perfect. North Korea i…,1.257818281630511e+18,The Best Murrieta,"Arizona, USA",,2020-05-05,0.0,,,Twitter for iPhone
"@Fennix73 @vizcaya28045 @ChemaDireccion Alta humedad, alta temperatura y alta radiación UV (Cartagena? Sta Marta? B… https://t.co/DqujsXxUxL",1.257818276102656e+18,Yoshynory Bustamante,Colombia,,2020-05-05,1.0,,,Twitter Web App
"@mitchlhammer @Chris61248108 @JRehling @realDonaldTrump @FoxNews Chris, the adults are talking.  Go drink your Clorox.",1.2578181787316634e+18,Scott Arnold,"Palm Springs, CA",,2020-05-05,0.0,,,Twitter Web App
@Ai______23 @InfinityAli7 بس تضغطين على صورة المحادثه هي اذا خبرتي البث بتجيك جمب النقاط الثلاث في نفس الصفة,1.2578181586788393e+18,شمس الحياة 🌕❤,,,2020-05-05,0.0,,,Twitter for Android
@Haikilisan @gtconway3d Haha! Personally I prefer a vodka/Clorox...warms the tummy!,1.2578181378331566e+18,Kevin Wilson,,,2020-05-05,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='ef975175b1003544', url='https://api.twitter.com/1.1/geo/id/ef975175b1003544.json', place_type='city', name='Overland Park', full_name='Overland Park, KS', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-94.742494, 38.81903], [-94.607693, 38.81903], [-94.607693, 39.044068], [-94.742494, 39.044068]]]), attributes={})",Twitter for iPhone
My mom would’ve made him Clorox the shirt and leave it on the porch https://t.co/uZKOUyISpy,1.2578180863355494e+18,Afrah,,,2020-05-05,15.0,,,Twitter for iPhone
RT @gtconway3d: The wall hasn’t been built. There aren’t enough tests. He wasn’t totally exonerated. The call wasn’t perfect. North Korea i…,1.2578179510984335e+18,repentant republican,,,2020-05-05,0.0,,,Twitter Web App
@Jawn_Hancock Clorox.,1.257817838598992e+18,Mother Earth Pam. 🌹🐈🕊🦋🐝☕️🌱,Chicago,,2020-05-05,1.0,,,Twitter for iPad
"RT @Franktheshank88: Trump and Kushner are heavily invested in HYDROXYCHLORIQUINE, CLOROX and LYSOL!!!",1.257817706943873e+18,C Berberich,Planet Earth,,2020-05-05,0.0,,,Twitter for iPad
@ChristyANJax Why doesn’t DeSantis just blame Obama like President Clorox does?,1.257817603529212e+18,Bill Ramsey,,,2020-05-05,0.0,,,Twitter for iPhone
"@maggieNYT @SherylNYT I thought trump ran in 2016 on, draining the swamp. How is steering contracts to your friends… https://t.co/bejiZxpC5v",1.2578175825744896e+18,@chauncey8_dan,"Asheville, NC",,2020-05-05,0.0,,,Twitter for iPad
@mat Clorox wipes and lysol...bought  a normal amount as soon as this started...oh and pulled a 3yr old out of dayc… https://t.co/idHJHybQoP,1.2578175510541066e+18,Kimberly Spencer,"Denver, CO",,2020-05-05,0.0,,,Twitter for Android
RT @gtconway3d: The wall hasn’t been built. There aren’t enough tests. He wasn’t totally exonerated. The call wasn’t perfect. North Korea i…,1.2578174813572997e+18,Peg LivinginAmerica,,,2020-05-05,0.0,,,Twitter for iPhone
RT @RandyRainbow: 🎶Just a spoonful of Clorox makes your temperature go down...🎶 🌂👨🏼‍⚕️🌈  #ASpoonfulOfClorox #TrumpDisinfectant https://t.co…,1.2578173124276388e+18,sm482,"Downingtown, PA",,2020-05-05,0.0,,,Twitter for Android
@great_patriot2 @NatSecLisa The only person who hates America is Ind 1. Go take your clorox injection.,1.2578172168815043e+18,Robert,"North Carolina Mountains, USA",,2020-05-05,0.0,,,Twitter Web App
@baboonass15 @nytopinion @DrAmyActon Hello!!! I just went to three stores looking for Clorox wipes! We ain’t opening shit!!!,1.2578170848070656e+18,BuckeyeLuv,"Ohio, USA",,2020-05-05,0.0,,,Twitter for iPhone
@DineshDSouza @Will4xrp When do you want to start your Clorox injections? I don’t think that there will be a line.,1.2578170400705987e+18,garry welsh,"DuBois, PA",,2020-05-05,1.0,,,Twitter for iPhone
"@WildcardWalks Fortunately, we had bought giant things of toilet paper, paper towel rolls, and Clorox wipes at Cost… https://t.co/je6zrr2hI2",1.2578169871048786e+18,Stefanie Maclin-Hurd,"Pittsburgh, PA",,2020-05-05,1.0,,,Twitter for Android
"RT @TBlountSports: So far today, Mad King Clorox has insulted Jimmy Kimmel, Jimmy Fallon, Stephen Colbert, Steve Schmidt, George Conway, De…",1.2578169027700654e+18,Linda,woods of eastern CT,,2020-05-05,0.0,,,Twitter for Android
RT @gtconway3d: The wall hasn’t been built. There aren’t enough tests. He wasn’t totally exonerated. The call wasn’t perfect. North Korea i…,1.257816828463788e+18,SkiMama222,,,2020-05-05,0.0,,,Twitter for iPhone
"RT @TBlountSports: So far today, Mad King Clorox has insulted Jimmy Kimmel, Jimmy Fallon, Stephen Colbert, Steve Schmidt, George Conway, De…",1.257816696393515e+18,Elisha Shipman,My heart's in Appalachia.,,2020-05-05,0.0,,,Twitter for Android
RT @trish_regan: Another reason why #MadeInAmerica matters. Standards.  https://t.co/RsxA268ZvB,1.2578166697555272e+18,A Ship in the storm,,,2020-05-05,0.0,,,Twitter for Android
@RandyRainbow Still Dreamy❤ Also I saw my mother for the first time in 2 months since this quarantine. I shared A S… https://t.co/QXcAdz1kbW,1.2578166258411356e+18,Sarah Piatt,Ashley Ohio,,2020-05-05,2.0,,,Twitter for Android
I demand to know the statistics for how many people actually tried to IV Clorox,1.2578164213645312e+18,Jill G,,,2020-05-05,0.0,,,Twitter for Android
"@Acheevd1 @WSBgod @thirdrowtesla @elonmusk Funny, just had a discussion with my neighbors kid age 10. His dad suppo… https://t.co/dkfg2mOgMV",1.2578163696654664e+18,GasOff,"Las Vegas, NV",,2020-05-05,0.0,,,Twitter for Android
"Loving this video right now 🔥
My friends laugh at my bottle of water with Clorox, that I carry. 🧯😅 https://t.co/qVE3Gs1XpQ",1.2578163502921687e+18,Victoria Chapman,"Philadelphia, PA",,2020-05-05,0.0,,,Twitter for Android
@twampsaccgod The best part is Musk AND Grimes! Two things you buy Clorox to get rid off.,1.2578162527114977e+18,Jarred Valdez,"Glendale, Arizona",,2020-05-05,1.0,,,Twitter for Android
@DavidCornDC I am more than willing to lead tributes to our fearless leaders willing to sacrifice themselves on thi… https://t.co/zlRk5hXGUI,1.2578161731539354e+18,Sandy King Carpenter,"Hollywood, California",,2020-05-05,2.0,,,Twitter for iPhone
@fras99 @DrSpockets Clorox does kill germs.,1.257816127704449e+18,Shawn Herbella 🧢🇺🇸,Arizona,,2020-05-05,0.0,,,Twitter for iPhone
RT @gtconway3d: The wall hasn’t been built. There aren’t enough tests. He wasn’t totally exonerated. The call wasn’t perfect. North Korea i…,1.2578161206580306e+18,Cool_Mom_Sy,,,2020-05-05,0.0,,,Twitter for iPhone
RT @TheCousinSal: Ahahahaha. Our demented hippo in chief is so good at calling names. And in quotes no less. Let’s hope he celebrates his l…,1.2578161115942461e+18,Christopher Miles,Chicago,,2020-05-05,0.0,,,Twitter for iPhone
RT @CnlClutterbuck: @pdom694 @Vineyt6 @TheRickWilson @gtconway3d Or Clorox.,1.2578160914782208e+18,Michael Doll,"Torrance, CA",,2020-05-05,0.0,,,Twitter for iPhone
RT @TheCousinSal: Ahahahaha. Our demented hippo in chief is so good at calling names. And in quotes no less. Let’s hope he celebrates his l…,1.2578159518792704e+18,Bryan McFayden,"Lock City, USA",,2020-05-05,0.0,,,Twitter for iPhone
RT @TheCousinSal: Ahahahaha. Our demented hippo in chief is so good at calling names. And in quotes no less. Let’s hope he celebrates his l…,1.2578158048899236e+18,TJ Rosch,,,2020-05-05,0.0,,,Twitter for iPhone
@clorox_82 @InfinityAli7 حاولة اقفلها ماش بقت الي قبل موجوده,1.257815793330512e+18,Angel 🕊.,فوق هَامَ السُحب🇸🇦.,,2020-05-05,0.0,,,Twitter for Android
RT @TheCousinSal: Ahahahaha. Our demented hippo in chief is so good at calling names. And in quotes no less. Let’s hope he celebrates his l…,1.2578157612943729e+18,S.K.,,,2020-05-05,0.0,,,Twitter Web App
A SPOONFUL OF CLOROX - A Randy Rainbow Song Parody https://t.co/fJc0hACQRy via @YouTube,1.257815752276656e+18,Chris Rickard #SavetheUSPS,USA,,2020-05-05,0.0,,,Twitter Web Client
"Dear @Lin_Manuel, I’m just saying, if y’all did a Pay Per View of the rough cut of Big Screen HAMILTON and charged… https://t.co/pvZHBhq1tZ",1.2578156325795717e+18,Natasha,New York,,2020-05-05,0.0,,,Twitter for iPhone
RT @TheCousinSal: Ahahahaha. Our demented hippo in chief is so good at calling names. And in quotes no less. Let’s hope he celebrates his l…,1.2578154610661376e+18,Gavan C. Vogler,NYC,,2020-05-05,0.0,,,Twitter for iPhone
RT @trish_regan: Another reason why #MadeInAmerica matters. Standards.  https://t.co/RsxA268ZvB,1.257815446469972e+18,John Hannibal Smith III ❌🇺🇸⭐️⭐️⭐️🇺🇸🦅,United States Of America 🇺🇸 ,,2020-05-05,0.0,,,Twitter Web App
"Two things I noticed being grateful for today, spending $109 on non essential items at target and the smell on Clor… https://t.co/DCPbHmSSvv",1.2578153293020692e+18,not born in,"Littleton, MA",,2020-05-05,3.0,,,Twitter for iPhone
"RT @delphix: In our new reality, the cloud is much more than a mode for digital transformation—it's a necessity. Read our ebook and get ins…",1.2578153065856778e+18,jerrysweeney,United States,,2020-05-05,0.0,,,GaggleAMP
.@realDonaldTrump hold my mug of Clorox 🙄 https://t.co/opipsiVr3d,1.257815069838082e+18,ThinkerBell 🧚🏽‍♀️,,,2020-05-05,1.0,,,Twitter for iPhone
RT @trish_regan: Another reason why #MadeInAmerica matters. Standards.  https://t.co/RsxA268ZvB,1.257815035084243e+18,Rubato126,TEXAS,,2020-05-05,0.0,,,Twitter for iPhone
RT @Baligubadle1: @realDonaldTrump @DavidMuir @ABCWorldNews No thanks. I like my presidents sober and not on Clorox.,1.2578148411018977e+18,@Meishabobeisha😎,Earth,,2020-05-05,0.0,,,Twitter for iPhone
@PakiCabDriver @TeamTrump @realDonaldTrump Clorox!,1.2578144945139384e+18,nessie,Corfu NY,,2020-05-05,0.0,,,Twitter for iPad
